Date,District,Address,Transaction Price,Sq Price,Area,Source,Link
2023-10-08,Tai Kok Tsui,"Flat J, Low, Tower 1","HKD$15,200 ",@$61,248ft²,OTHERS,https://www.28hse.com/en/estate/detail/cetus-square-mile-23633/transaction/rent/deal-590562
2023-10-08,Kai Tak,"Flat D, Star Waves Block 2","HKD$27,000 ",@$42,637ft²,MIDLAND,https://www.28hse.com/en/estate/detail/victoria-skye-22279/transaction/rent/deal-589386
2023-10-08,Hang Hau,"Flat G, Low, Block 7","HKD$16,900 ",@$37,463ft²,MIDLAND,https://www.28hse.com/en/estate/detail/east-point-city-4009/transaction/rent/deal-553112
2023-10-08,Ma On Shan,"Flat B, High, Block 08, Phase 2","HKD$24,000 ",@$32,745ft²,MIDLAND,https://www.28hse.com/en/estate/detail/vista-paradiso-4041/transaction/rent/deal-553111
2023-10-08,ShaTin,"Flat B, High, Block B - (hoi Ning Building)","HKD$14,400 ",@$48,297ft²,MIDLAND,https://www.28hse.com/en/estate/detail/shatin-centre-4086/transaction/rent/deal-553110
2023-10-08,Tuen Mun,"Flat F, Middle, Block 2","HKD$13,000 ",@$23,573ft²,MIDLAND,https://www.28hse.com/en/estate/detail/kam-fai-garden-4434/transaction/rent/deal-553109
2023-10-08,Tsing Yi,"Flat B, Middle, Block 11, Phase 3","HKD$12,000 ",@$33,365ft²,MIDLAND,https://www.28hse.com/en/estate/detail/greenfield-garden-4656/transaction/rent/deal-553108
2023-10-08,Yuen Long,"Flat B, Low, Block 3","HKD$13,500 ",@$31,440ft²,MIDLAND,https://www.28hse.com/en/estate/detail/one-regent-place-6310/transaction/rent/deal-553107
2023-10-11,Yau Yat Tsuen,"Flat A, High, Block B16 (no. 36), Phase 3","HKD$30,800 ",@$41,759ft²,CENTANET,https://www.28hse.com/en/estate/detail/village-gardens-3092/transaction/rent/deal-553615
2023-10-11,Yau Ma Tei,"Flat C, Middle, Block 3, King's Park Villa",HKD$17.3 Millions,"@$18,249",948ft²,CENTANET,https://www.28hse.com/en/estate/detail/king-s-park-villa-2800/transaction/deal-553614
2023-10-11,Olympic,"Flat C, Low, Tower 9, The Long Beach",HKD$14 Millions,"@$17,722",790ft²,CENTANET,https://www.28hse.com/en/estate/detail/the-long-beach-2567/transaction/deal-553613
2023-10-11,Olympic,"Flat C, Low, Tower 5, Central Park","HKD$31,800 ",@$46,695ft²,CENTANET,https://www.28hse.com/en/estate/detail/central-park-2561/transaction/rent/deal-553612
2023-10-11,North Point,"Flat E, Low, Block 04, Phase 1","HKD$31,000 ",@$35,883ft²,MIDLAND,https://www.28hse.com/en/estate/detail/city-garden-1070/transaction/rent/deal-553611
2023-10-11,Aberdeen,"Flat 1, Middle, Wah Lai House",HKD$1.9 Millions,"@$4,289",443ft²,MIDLAND,https://www.28hse.com/en/estate/detail/wah-kwai-estate-5063/transaction/deal-553610
2023-10-11,Mid-Levels Central,"Flat C, Low, Bella Vista","HKD$19,000 ",@$50,383ft²,MIDLAND,https://www.28hse.com/en/estate/detail/bella-vista-5885/transaction/rent/deal-553609
2023-10-11,Sai Ying Pun,"Flat D, Low, Tower 2, Novum West","HKD$16,000 ",@$71,225ft²,CENTANET,https://www.28hse.com/en/estate/detail/novum-west-22273/transaction/rent/deal-553608
2023-10-11,Sai Ying Pun,"Flat J, Low, Two．artlane","HKD$19,500 ",@$80,243ft²,CENTANET,https://www.28hse.com/en/estate/detail/two-artlane-23491/transaction/rent/deal-553607
2023-10-11,North Point,"Flat C, Low, La Place De Victoria","HKD$18,300 ",@$46,396ft²,CENTANET,https://www.28hse.com/en/estate/detail/la-place-de-victoria-5741/transaction/rent/deal-553605
2023-10-11,Tai Hang,"Flat A, Middle, Tower 2, The Legend","HKD$65,000 ",@$47,"1,387ft²",CENTANET,https://www.28hse.com/en/estate/detail/the-legend-1007/transaction/rent/deal-553604
2023-10-11,Kennedy Town,"Flat D, Low, Block 6, Phase 2","HKD$46,000 ",@$51,897ft²,MIDLAND,https://www.28hse.com/en/estate/detail/the-belcher-s-24138/transaction/rent/deal-553603
2023-10-11,Sai Wan Ho,"Flat E, Middle, Tower 1, Grand Promenade","HKD$22,300 ",@$45,493ft²,CENTANET,https://www.28hse.com/en/estate/detail/grand-promenade-1170/transaction/rent/deal-553602
2023-10-11,Quarry Bay,"Flat C, Middle, Tower 1, The Floridian","HKD$36,800 ",@$42,886ft²,CENTANET,https://www.28hse.com/en/estate/detail/the-floridian-1130/transaction/rent/deal-553601
2023-10-11,Western mid-levels,"Flat C, High, Panorama Gardens","HKD$27,000 ",@$46,592ft²,CENTANET,https://www.28hse.com/en/estate/detail/panorama-gardens-408/transaction/rent/deal-553600
2023-10-10,Lohas Park,"Flat C, 21/F, Tower 3(3b) Of Villa Garda Iii",HKD$6.345 Millions,"@$17,102",371ft²,LAND,https://www.28hse.com/en/estate/detail/villa-garda-iii-28425/transaction/deal-1440724
2023-10-10,Lohas Park,"Flat F, 58/F, Tower 3(3b) Of Villa Garda Iii",HKD$7.902 Millions,"@$17,522",451ft²,LAND,https://www.28hse.com/en/estate/detail/villa-garda-iii-28425/transaction/deal-1440723
2023-10-10,Lohas Park,"Flat C, 22/F, Tower 3(3b) Of Villa Garda Iii",HKD$6.354 Millions,"@$17,128",371ft²,LAND,https://www.28hse.com/en/estate/detail/villa-garda-iii-28425/transaction/deal-1440722
2023-10-10,Lohas Park,"Flat C, 18/F, Tower 3(3b) Of Villa Garda Iii",HKD$6.326 Millions,"@$17,050",371ft²,LAND,https://www.28hse.com/en/estate/detail/villa-garda-iii-28425/transaction/deal-1440721
2023-10-10,Lohas Park,"Flat A, 23/F, Tower 3(3b) Of Villa Garda Iii",HKD$7.947 Millions,"@$17,200",462ft²,LAND,https://www.28hse.com/en/estate/detail/villa-garda-iii-28425/transaction/deal-1440720
2023-10-10,Nam Cheong,"Flat H, Middle, Tower 5b, Phase 3 Cullinan West Ii","HKD$19,500 ",@$56,350ft²,CENTANET,https://www.28hse.com/en/estate/detail/cullinan-west-27511/transaction/rent/deal-553329
2023-10-10,Nam Cheong,"Flat J, Middle, Tower 3b, Phase 3 Cullinan West Ii","HKD$20,000 ",@$57,352ft²,CENTANET,https://www.28hse.com/en/estate/detail/cullinan-west-27511/transaction/rent/deal-553328
2023-10-10,Ho Man Tin,"Flat E, Middle, Tower 5, Mantin Heights","HKD$25,500 ",@$48,532ft²,CENTANET,https://www.28hse.com/en/estate/detail/mantin-heights-8805/transaction/rent/deal-553327
2023-10-10,Jordan,"Flat C, High, Ava 62","HKD$11,800 ",@$69,170ft²,CENTANET,https://www.28hse.com/en/estate/detail/ava-62-8671/transaction/rent/deal-553326
2023-10-10,Hung Hom,"Flat C, High, The Met. Focus","HKD$12,300 ",@$56,221ft²,CENTANET,https://www.28hse.com/en/estate/detail/the-met-focus-6706/transaction/rent/deal-553325
2023-10-10,Kowloon Station,"Flat B, Low, Tower 20 - Zone 2 (ocean Sky), The Cullinan","HKD$60,000 ",@$52,"1,165ft²",CENTANET,https://www.28hse.com/en/estate/detail/the-cullinan-5090/transaction/rent/deal-553324
2023-10-10,Lam Tin,"Flat B, Low, Block 7, Sceneway Garden","HKD$17,500 ",@$33,537ft²,CENTANET,https://www.28hse.com/en/estate/detail/sceneway-garden-2001/transaction/rent/deal-553323
2023-10-10,Kowloon Bay,"Flat 9, Low, Block I","HKD$17,500 ",@$31,556ft²,MIDLAND,https://www.28hse.com/en/estate/detail/telford-gardens-2080/transaction/rent/deal-553322
2023-10-10,Mei Foo,"Flat D, High, Nassau Street 42, Phase Vi",HKD$11.05 Millions,"@$11,933",926ft²,MIDLAND,https://www.28hse.com/en/estate/detail/mei-foo-sun-chuen-2520/transaction/deal-553319
2023-10-10,Mei Foo,"Flat C, Middle, Nassau Street 28, Phase Vi",HKD$10.5 Millions,"@$11,564",908ft²,MIDLAND,https://www.28hse.com/en/estate/detail/mei-foo-sun-chuen-2520/transaction/deal-553318
2023-10-10,Lam Tin,"Flat 10, High, Block C",HKD$3.95 Millions,"@$6,551",603ft²,MIDLAND,https://www.28hse.com/en/estate/detail/hong-nga-court-2014/transaction/deal-553317
2023-10-10,Lam Tin,"Flat A, Middle, Block 12","HKD$19,800 ",@$32,614ft²,MIDLAND,https://www.28hse.com/en/estate/detail/sceneway-garden-2001/transaction/rent/deal-553316
2023-10-10,Olympic,"Flat H, High, Block 3",HKD$9.18 Millions,"@$19,046",482ft²,MIDLAND,https://www.28hse.com/en/estate/detail/harbour-green-2566/transaction/deal-553315
2023-10-10,Kowloon Station,"Flat F, Middle, Tower 1, The Harbourside","HKD$47,000 ",@$44,"1,062ft²",CENTANET,https://www.28hse.com/en/estate/detail/the-harbour-side-2583/transaction/rent/deal-553314
2023-10-10,Mei Foo,"Flat 9, Low, Lai Hong House (block E), Ching Lai Court","HKD$13,500 ",@$32,426ft²,CENTANET,https://www.28hse.com/en/estate/detail/ching-lai-court-2512/transaction/rent/deal-553313
2023-10-10,North Point,"Flat 2, 20/F, Block F",HKD$6 Millions,"@$13,158",456ft²,LAND,https://www.28hse.com/en/estate/detail/healthy-gardens-1086/transaction/deal-553312
2023-10-10,Aberdeen,"Flat 7, 12/F, Block C",HKD$5 Millions,"@$10,870",,LAND,https://www.28hse.com/en/estate/detail/yue-fai-court-295/transaction/deal-553311
2023-10-10,Sheung Wan,"Flat G, 11/F, Sun Shing Mansion",HKD$5.5 Millions,"@$14,986",367ft²,LAND,https://www.28hse.com/en/estate/detail/sun-shing-mansion-7767/transaction/deal-553310
2023-10-10,Wan Chai,"Flat B, 10/F, Henning House",HKD$4.5 Millions,"@$10,490",429ft²,LAND,https://www.28hse.com/en/estate/detail/henning-house-8491/transaction/deal-553309
2023-10-10,Central,"Flat B, 3/F",HKD$5.65 Millions,-,,LAND,https://www.28hse.com/en/estate/detail/new-central-mansion-8874/transaction/deal-553308
2023-10-05,Hung Hom,"Flat D, 8/F, Baker Circle‧greenwich",HKD$3.699 Millions,"@$17,448",212ft²,LAND,https://www.28hse.com/en/estate/detail/baker-circle-greenwich-28350/transaction/deal-1257232
2023-10-05,Lohas Park,"Flat A, Middle, Moon Light (tower 1 - L Wing), Phase 2a Le Prestige","HKD$25,000 ",@$26,980ft²,CENTANET,https://www.28hse.com/en/estate/detail/le-prestige-23560/transaction/rent/deal-692451
2023-10-05,Lohas Park,"Flat A, Low, Tower 3 L (amber), Hemera","HKD$23,000 ",@$29,802ft²,MIDLAND,https://www.28hse.com/en/estate/detail/hemera-26145/transaction/rent/deal-690182
2023-10-05,Tsuen Wan,"Flat C, Low, Tower 3b, Phase 2 (ocean Supreme)","HKD$22,500 ",@$42,534ft²,MIDLAND,https://www.28hse.com/en/estate/detail/ocean-pride-27462/transaction/rent/deal-620997
2023-10-05,Heng Fa Chuen,"Flat 7, Low, Block 39, Heng Fa Chuen","HKD$15,000 ",@$30,499ft²,CENTANET,https://www.28hse.com/en/estate/detail/heng-fa-chuen-27354/transaction/rent/deal-620365
2023-10-05,Heng Fa Chuen,"Flat 5, Low, Block 19, Heng Fa Chuen",HKD$6.15 Millions,"@$12,975",474ft²,CENTANET,https://www.28hse.com/en/estate/detail/heng-fa-chuen-27354/transaction/deal-620364
2023-10-05,Heng Fa Chuen,"Flat 7, Low, Block 39, Heng Fa Chuen","HKD$15,000 ",@$30,499ft²,CENTANET,https://www.28hse.com/en/estate/detail/heng-fa-chuen-27354/transaction/rent/deal-619218
2023-10-05,Heng Fa Chuen,"Flat 5, Low, Block 19, Heng Fa Chuen",HKD$6.15 Millions,"@$12,975",474ft²,CENTANET,https://www.28hse.com/en/estate/detail/heng-fa-chuen-27354/transaction/deal-619217
2023-10-05,ShaTin,"Flat 5, Middle, Block A","HKD$12,000 ",@$56,215ft²,MIDLAND,https://www.28hse.com/en/estate/detail/greenwood-garden-4117/transaction/rent/deal-618541
2023-10-05,Heng Fa Chuen,"Flat 7, Low, Block 39, Heng Fa Chuen","HKD$15,000 ",@$30,499ft²,CENTANET,https://www.28hse.com/en/estate/detail/heng-fa-chuen-27354/transaction/rent/deal-618163
2023-10-05,Heng Fa Chuen,"Flat 5, Low, Block 19, Heng Fa Chuen",HKD$6.15 Millions,"@$12,975",474ft²,CENTANET,https://www.28hse.com/en/estate/detail/heng-fa-chuen-27354/transaction/deal-618162
2023-10-05,Heng Fa Chuen,"Flat 7, Low, Block 39, Heng Fa Chuen","HKD$15,000 ",@$30,499ft²,CENTANET,https://www.28hse.com/en/estate/detail/heng-fa-chuen-27354/transaction/rent/deal-617345
2023-10-05,Heng Fa Chuen,"Flat 5, Low, Block 19, Heng Fa Chuen",HKD$6.15 Millions,"@$12,975",474ft²,CENTANET,https://www.28hse.com/en/estate/detail/heng-fa-chuen-27354/transaction/deal-617344
2023-10-05,Heng Fa Chuen,"Flat 7, Low, Block 39, Heng Fa Chuen","HKD$15,000 ",@$30,499ft²,CENTANET,https://www.28hse.com/en/estate/detail/heng-fa-chuen-27354/transaction/rent/deal-616341
2023-10-05,Heng Fa Chuen,"Flat 5, Low, Block 19, Heng Fa Chuen",HKD$6.15 Millions,"@$12,975",474ft²,CENTANET,https://www.28hse.com/en/estate/detail/heng-fa-chuen-27354/transaction/deal-616340
2023-10-05,Heng Fa Chuen,"Flat 7, Low, Block 39, Heng Fa Chuen","HKD$15,000 ",@$30,499ft²,CENTANET,https://www.28hse.com/en/estate/detail/heng-fa-chuen-27354/transaction/rent/deal-615583
2023-10-05,Heng Fa Chuen,"Flat 5, Low, Block 19, Heng Fa Chuen",HKD$6.15 Millions,"@$12,975",474ft²,CENTANET,https://www.28hse.com/en/estate/detail/heng-fa-chuen-27354/transaction/deal-615582
2023-10-05,Heng Fa Chuen,"Flat 7, Low, Block 39, Heng Fa Chuen","HKD$15,000 ",@$30,499ft²,CENTANET,https://www.28hse.com/en/estate/detail/heng-fa-chuen-27354/transaction/rent/deal-614447
2023-10-05,Heng Fa Chuen,"Flat 5, Low, Block 19, Heng Fa Chuen",HKD$6.15 Millions,"@$12,975",474ft²,CENTANET,https://www.28hse.com/en/estate/detail/heng-fa-chuen-27354/transaction/deal-614446
2023-10-05,Heng Fa Chuen,"Flat 8, High, Block 7, Heng Fa Chuen",HKD$7.15 Millions,"@$14,075",508ft²,CENTANET,https://www.28hse.com/en/estate/detail/heng-fa-chuen-27354/transaction/deal-614445
2023-10-07,Olympic,"Flat G, High, Tower 5, Island Harbourview","HKD$20,200 ",@$44,459ft²,CENTANET,https://www.28hse.com/en/estate/detail/island-harbourview-2562/transaction/rent/deal-552817
2023-10-07,Whampoa,"Flat B, Low, Block 1, Phase 9 Lily Mansions","HKD$24,500 ",@$38,649ft²,CENTANET,https://www.28hse.com/en/estate/detail/whampoa-garden-3060/transaction/rent/deal-552816
2023-10-07,Yau Yat Tsuen,"Flat C, Middle, Tower 16 (21 Parc Oasis Rd), Parc Oasis","HKD$28,000 ",@$48,584ft²,CENTANET,https://www.28hse.com/en/estate/detail/parc-oasis-3090/transaction/rent/deal-552815
2023-10-07,Ho Man Tin,"Flat E, High, Tower 10, Mantin Heights","HKD$26,000 ",@$46,570ft²,CENTANET,https://www.28hse.com/en/estate/detail/mantin-heights-8805/transaction/rent/deal-552814
2023-10-07,Olympic,"Flat E, Low, Tower 1, The Long Beach","HKD$26,000 ",@$47,559ft²,CENTANET,https://www.28hse.com/en/estate/detail/the-long-beach-2567/transaction/rent/deal-552813
2023-10-07,Kai Tak,"Flat D, Middle, Tower 1b","HKD$22,000 ",@$47,466ft²,MIDLAND,https://www.28hse.com/en/estate/detail/k-summit-23618/transaction/rent/deal-552812
2023-10-07,Sham Shui Po,"Flat E, Low, High Point","HKD$15,000 ",@$45,332ft²,MIDLAND,https://www.28hse.com/en/estate/detail/high-point-7737/transaction/rent/deal-552811
2023-10-07,Olympic,"Flat C, Middle, Tower 2","HKD$20,000 ",@$45,448ft²,MIDLAND,https://www.28hse.com/en/estate/detail/florient-rise-5007/transaction/rent/deal-552810
2023-10-07,Olympic,"Flat D, Low, Block 2","HKD$22,000 ",@$39,564ft²,MIDLAND,https://www.28hse.com/en/estate/detail/the-long-beach-2567/transaction/rent/deal-552809
2023-10-07,Cheung Sha Wan,"Flat A, High, Tower 3a, Phase 1","HKD$42,000 ",@$50,835ft²,MIDLAND,https://www.28hse.com/en/estate/detail/grand-victoria-i-23650/transaction/rent/deal-552806
2023-10-07,Cheung Sha Wan,"Flat B, Low, Tower 1b, Phase 3","HKD$18,000 ",@$57,315ft²,MIDLAND,https://www.28hse.com/en/estate/detail/grand-victoria-i-23650/transaction/rent/deal-552805
2023-10-07,Western mid-levels,"Flat A, Low, Yukon Court","HKD$55,000 ",@$39,"1,409ft²",MIDLAND,https://www.28hse.com/en/estate/detail/yukon-court-452/transaction/rent/deal-552804
2023-10-07,Sai Ying Pun,"Flat B, Middle, Block 1","HKD$29,000 ",@$52,559ft²,MIDLAND,https://www.28hse.com/en/estate/detail/island-crest-5444/transaction/rent/deal-552803
2023-10-07,Tin Hau,"Flat B, Low, The Hemispheres","HKD$17,300 ",@$62,280ft²,MIDLAND,https://www.28hse.com/en/estate/detail/the-hemispheres-8246/transaction/rent/deal-552802
2023-10-07,Wong Chuk Hang,"Flat E, Middle, Tower 2 (2a), Phase 1 Southland","HKD$25,500 ",@$44,581ft²,CENTANET,https://www.28hse.com/en/estate/detail/the-southside-27919/transaction/rent/deal-552800
2023-10-07,Taikoo Shing,"Flat D, Middle, Heng Shan Mansion, Kao Shan Terrace","HKD$18,500 ",@$31,593ft²,MIDLAND,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/transaction/rent/deal-552797
2023-10-07,Sheung Wan,"Flat A, Low, Kar Ho Building","HKD$12,600 ",@$45,283ft²,CENTANET,https://www.28hse.com/en/estate/detail/kar-ho-building-713/transaction/rent/deal-552796
2023-10-07,Taikoo Shing,"Flat F, Low, (t-50) Yiu Sing Mansion, Sing Fai Terrace","HKD$25,500 ",@$44,582ft²,CENTANET,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/transaction/rent/deal-552794
2023-10-07,Taikoo Shing,"Flat E, Middle, (t-43) Primrose Mansion, Harbour View Gardens (east)","HKD$34,000 ",@$37,922ft²,CENTANET,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/transaction/rent/deal-552793
2023-10-07,Quarry Bay,"Flat 10, High, Block Q (flat 9 - 16), Kornhill","HKD$16,000 ",@$34,466ft²,CENTANET,https://www.28hse.com/en/estate/detail/kornhill-1120/transaction/rent/deal-552792
2023-10-19,Kowloon Bay,"Flat 16, 6/F, Block M",HKD$5.3 Millions,"@$10,134",523ft²,LAND,https://www.28hse.com/en/estate/detail/telford-gardens-2080/transaction/deal-593581
2023-10-19,Mid-Levels Central,"Flat A, 5/F, Macdonnell House",HKD$25.08 Millions,"@$16,742","1,498ft²",LAND,https://www.28hse.com/en/estate/detail/macdonnell-house-24036/transaction/deal-593580
2023-10-19,Shek Tong Tsui,"Flat 21A, 13/F, Kwan Yick Building Phase 1",HKD$4 Millions,-,,LAND,https://www.28hse.com/en/estate/detail/kwan-yick-building-phase-1-5453/transaction/deal-593579
2023-10-19,Shek Tong Tsui,"Flat D, 17/F, Block A",HKD$2.2 Millions,"@$4,490",,LAND,https://www.28hse.com/en/estate/detail/chong-yip-centre-575/transaction/deal-593578
2023-10-19,Shaukeiwan,"Flat F, 22/F, Block A",HKD$0.65 Millions,"@$2,025",321ft²,LAND,https://www.28hse.com/en/estate/detail/shaukiwan-centre-1185/transaction/deal-593577
2023-10-19,Quarry Bay,"Flat A, 34/F, Tower 2",HKD$7.2 Millions,"@$11,921",604ft²,LAND,https://www.28hse.com/en/estate/detail/kornville-1126/transaction/deal-593576
2023-10-19,Mid-Levels Central,"Flat A, 12/F",HKD$48 Millions,"@$24,704","1,943ft²",LAND,https://www.28hse.com/en/estate/detail/po-garden-797/transaction/deal-593575
2023-10-19,Pok Fu Lam,"Flat A, 2/F, Block 1",HKD$24.807 Millions,"@$19,170","1,294ft²",LAND,https://www.28hse.com/en/estate/detail/victoria-garden-260/transaction/deal-593574
2023-10-19,Shaukeiwan,"Flat 8, 15/F, Tung Chi House--block B",HKD$6.1 Millions,"@$7,358",,LAND,https://www.28hse.com/en/estate/detail/tung-yuk-court-1179/transaction/deal-593573
2023-10-19,Chai Wan,"Flat A5, 9/F, Block A",HKD$3 Millions,"@$8,547",,LAND,https://www.28hse.com/en/estate/detail/gold-mine-building-1263/transaction/deal-593572
2023-10-19,North Point,"Flat H, 27/F, Tower 3",HKD$18 Millions,"@$21,609",833ft²,LAND,https://www.28hse.com/en/estate/detail/fleur-pavilia-22565/transaction/deal-593571
2023-10-19,Shek Tong Tsui,"Flat B, 5/F",HKD$6.5 Millions,"@$14,009",464ft²,LAND,https://www.28hse.com/en/estate/detail/nice-garden-618/transaction/deal-593570
2023-10-19,Shaukeiwan,"Flat B, 30/F, Tower 5",HKD$50 Millions,"@$27,579","1,813ft²",LAND,https://www.28hse.com/en/estate/detail/island-garden-8930/transaction/deal-593569
2023-10-19,Wan Chai,"Flat ST-27 H, 16/F, East Asia Mansion",HKD$4 Millions,"@$5,333",,LAND,https://www.28hse.com/en/estate/detail/east-asia-mansion-6117/transaction/deal-593568
2023-10-19,Siu Sai Wan,"Flat B, 6/F, Block 1",HKD$5.3 Millions,"@$9,138",,LAND,https://www.28hse.com/en/estate/detail/cheerful-garden-1254/transaction/deal-593567
2023-10-19,Kennedy Town,"Flat B, 13/F",HKD$7.18 Millions,"@$10,199",,LAND,https://www.28hse.com/en/estate/detail/graceful-court-8637/transaction/deal-593566
2023-10-19,Yuen Long,"Flat F, Middle, Tower 06","HKD$12,800 ",@$29,446ft²,MIDLAND,https://www.28hse.com/en/estate/detail/the-reach-7742/transaction/rent/deal-593560
2023-10-19,ShaTin,"Flat B, Middle, Block 25, Site 6","HKD$22,500 ",@$33,688ft²,CENTANET,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/transaction/rent/deal-593309
2023-10-19,ShaTin,"Flat H, Low, Block 30, Site 3",HKD$4.1 Millions,"@$12,538",327ft²,CENTANET,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/transaction/deal-593308
2023-10-19,Tin Shui Wai,"Flat D, Low, Tower 3, Phase 1",HKD$4.965 Millions,"@$9,970",498ft²,CENTANET,https://www.28hse.com/en/estate/detail/central-park-towers-4377/transaction/deal-593307
2023-10-20,Cheung Sha Wan,"Flat D, 22/F, Heya Delight",HKD$7.55 Millions,"@$14,575",518ft²,LAND,https://www.28hse.com/en/estate/detail/heya-delight-8540/transaction/deal-597565
2023-10-20,Lai Chi Kok,"Flat G, 40/F, Tower 5",HKD$8.18 Millions,"@$15,883",515ft²,LAND,https://www.28hse.com/en/estate/detail/banyan-garden-2451/transaction/deal-597564
2023-10-20,Cheung Sha Wan,"Flat H, 19/F, West Wing",HKD$12.76 Millions,"@$29,132",438ft²,LAND,https://www.28hse.com/en/estate/detail/the-vertex-23218/transaction/deal-597562
2023-10-20,Lam Tin,"Flat D, 28/F, Block 2",HKD$7.23 Millions,"@$13,464",537ft²,LAND,https://www.28hse.com/en/estate/detail/sceneway-garden-2001/transaction/deal-597560
2023-10-20,Ho Man Tin,"Flat D, 10/F, Tower 6",HKD$17.564 Millions,"@$19,802",887ft²,LAND,https://www.28hse.com/en/estate/detail/grand-homm-23134/transaction/deal-597559
2023-10-20,Kai Tak,"Flat D, 27/F, Tower 3",HKD$10.28 Millions,"@$20,810",494ft²,LAND,https://www.28hse.com/en/estate/detail/oasis-kai-tak-22370/transaction/deal-597557
2023-10-20,San Po Kong,"Flat 17, 3/F, Cheung Tung House",HKD$1.5 Millions,"@$3,979",377ft²,LAND,https://www.28hse.com/en/estate/detail/tung-tau-ii-estate-6058/transaction/deal-597556
2023-10-20,Tai Kok Tsui,"Flat B, 43/F, Block 5",HKD$7 Millions,"@$16,055",436ft²,LAND,https://www.28hse.com/en/estate/detail/metro-harbour-view-2564/transaction/deal-597555
2023-10-20,Olympic,"Flat A, 59/F, Tower 2",HKD$18 Millions,"@$23,256",774ft²,LAND,https://www.28hse.com/en/estate/detail/florient-rise-5007/transaction/deal-597554
2023-10-20,Cheung Sha Wan,"Flat C, 35/F, West Wing",HKD$10.02 Millions,"@$31,411",319ft²,LAND,https://www.28hse.com/en/estate/detail/the-vertex-23218/transaction/deal-597553
2023-10-20,Olympic,"Flat C, 11/F, Tower 9",HKD$14 Millions,"@$17,722",790ft²,LAND,https://www.28hse.com/en/estate/detail/the-long-beach-2567/transaction/deal-597552
2023-10-20,Jordan,"Flat 46, 8/F, Man King Building",HKD$7.25 Millions,"@$10,211",710ft²,LAND,https://www.28hse.com/en/estate/detail/man-king-building-5699/transaction/deal-597551
2023-10-20,Southern District,"Flat H, 26/F, Tower 2",HKD$12.5 Millions,"@$21,331",586ft²,LAND,https://www.28hse.com/en/estate/detail/sham-wan-towers-356/transaction/deal-597549
2023-10-20,Sai Ying Pun,"Flat B, 5/F",HKD$6 Millions,-,,LAND,https://www.28hse.com/en/estate/detail/fu-tai-building-23123/transaction/deal-597548
2023-10-20,Siu Sai Wan,"Flat E, 18/F, Block 3",HKD$2 Millions,"@$3,883",,LAND,https://www.28hse.com/en/estate/detail/fullview-garden-1252/transaction/deal-597547
